sale_date,total_revenue,net_revenue,gross_profit,total_quantity_sold,gross_margin_percentage
2024-03-28,1050024.56,954878.13,417059.35,2749,43.68
2024-03-29,1189725.03,1083793.24,478601.98,3037,44.16
2024-03-30,1205069.16,1086962.82,471108.54,3065,43.34
2024-03-31,1105830.41,997017.58,439835.00,2845,44.12
2024-04-01,1202948.55,1097784.15,491032.95,3072,44.73
2024-04-02,1153080.82,1045005.45,455350.41,2983,43.57
2024-04-03,1278702.16,1167048.83,514005.73,3121,44.04
2024-04-04,1158647.57,1046759.51,458518.14,2948,43.80
2024-04-05,1232263.43,1108232.47,477517.44,3145,43.09
2024-04-06,1154585.64,1047686.81,463218.05,2892,44.21
2024-04-07,1233633.39,1121561.47,503638.78,2994,44.91
2024-04-08,1082734.82,978723.27,442420.49,2695,45.20
2024-04-09,1201353.32,1098429.97,487435.24,2968,44.38
2024-04-10,1048674.36,958919.38,434209.62,2733,45.28
2024-04-11,1194228.28,1081176.69,471762.21,3028,43.63
2024-04-12,1087042.48,981203.11,420951.25,2926,42.90
2024-04-13,1104248.69,998696.54,428062.94,2810,42.86
2024-04-14,1127388.34,1009831.23,431273.41,2965,42.71
2024-04-15,1082009.59,982421.99,417735.31,2907,42.52
2024-04-16,1076044.04,969162.06,410410.19,2825,42.35
2024-04-17,1112496.43,1017219.05,439561.92,2896,43.21
2024-04-18,1107530.37,1007279.39,438019.61,2903,43.49
2024-04-19,1191101.67,1082833.63,478153.96,3042,44.16
2024-04-20,1139121.63,1033014.03,441270.90,3009,42.72
2024-04-21,1163586.67,1051588.65,461360.59,2972,43.87
2024-04-22,1110051.71,1002312.32,442271.17,2824,44.13
2024-04-23,1233724.26,1129467.41,494673.41,3069,43.80
2024-04-24,1111753.65,1005529.85,430214.17,3008,42.78
2024-04-25,1116071.27,1007975.22,446345.83,2857,44.28
2024-04-26,1214694.49,1103638.94,498916.26,3044,45.21
2024-04-27,1154248.50,1042832.34,460491.90,2857,44.16
2024-04-28,1073187.27,969297.11,408293.60,2873,42.12
2024-04-29,1195326.47,1090427.96,483164.94,3039,44.31
2024-04-30,1186621.38,1080133.42,471363.58,3103,43.64
2024-05-01,1101790.72,1002120.74,438469.93,2929,43.75
2024-05-02,1175962.12,1058123.05,458891.49,2908,43.37
2024-05-03,1160013.16,1054762.73,463768.11,2917,43.97
2024-05-04,1068910.05,969034.89,424015.22,2831,43.76
2024-05-05,1098414.11,996615.80,438531.06,2891,44.00
2024-05-06,1074301.00,966593.67,410090.39,2730,42.43
2024-05-07,1263608.08,1145199.87,500653.09,3107,43.72
2024-05-08,1144118.60,1035818.44,459987.10,2842,44.41
2024-05-09,1077255.70,974685.51,419789.70,2754,43.07
2024-05-10,1102314.98,991344.81,432885.96,2792,43.67
2024-05-11,1079088.32,980902.65,436355.96,2841,44.49
2024-05-12,1126586.33,1022976.77,438249.93,2899,42.84
2024-05-13,1132372.57,1025843.88,438866.16,3013,42.78
2024-05-14,1150238.65,1038621.80,451658.95,2901,43.49
2024-05-15,1093980.13,992848.83,418079.46,2873,42.11
2024-05-16,1088816.57,993600.82,440727.26,2851,44.36
2024-05-17,1260813.46,1144444.64,500182.17,3138,43.71
2024-05-18,1139297.71,1033708.87,458484.29,2884,44.35
2024-05-19,1133328.26,1016019.73,434434.25,2901,42.76
2024-05-20,1081240.07,972960.20,419747.97,2896,43.14
2024-05-21,1059137.94,963882.79,418675.07,2742,43.44
2024-05-22,1161961.06,1047884.09,462561.45,2978,44.14
2024-05-23,1167082.12,1049304.88,451056.17,2902,42.99
2024-05-24,1135829.04,1030927.14,460315.06,2886,44.65
2024-05-25,1125414.98,1021640.30,447996.93,2910,43.85
2024-05-26,1028901.30,927001.68,395792.35,2798,42.70
2024-05-27,1223045.69,1107404.56,470978.79,3018,42.53
2024-05-28,1189471.35,1081037.36,467686.45,3031,43.26
2024-05-29,1125181.57,1020890.99,447019.87,2869,43.79
2024-05-30,1139445.08,1028305.11,448490.22,2978,43.61
2024-05-31,1119680.75,1015858.78,448421.95,2905,44.14
2024-06-01,1078017.37,972584.75,422263.60,2844,43.42
2024-06-02,1147837.67,1038511.25,458799.70,2848,44.18
2024-06-03,1175789.05,1058906.24,460895.50,2957,43.53
2024-06-04,1191626.11,1077249.79,463471.92,3012,43.02
2024-06-05,1122150.65,1022606.68,449338.07,2846,43.94
2024-06-06,1029356.00,934985.13,409166.28,2754,43.76
2024-06-07,1113626.24,1009955.53,442920.29,2961,43.86
2024-06-08,1156490.62,1044030.45,464463.71,2915,44.49
2024-06-09,1198172.55,1085910.73,480437.55,2990,44.24
2024-06-10,1066433.02,963168.45,414958.43,2974,43.08
2024-06-11,1123118.32,1016670.89,437470.75,2815,43.03
2024-06-12,1138924.44,1030065.84,447052.12,2939,43.40
2024-06-13,1209788.42,1091350.36,466001.14,3145,42.70
2024-06-14,1213309.30,1099237.99,484752.04,3054,44.10
2024-06-15,1137346.57,1026417.30,455996.12,2914,44.43
2024-06-16,1178180.28,1065474.79,477799.12,2960,44.84
2024-06-17,1174660.35,1059500.67,454623.80,2965,42.91
2024-06-18,1106751.28,1002741.21,435872.31,2911,43.47
2024-06-19,1175252.05,1068347.91,481177.79,3023,45.04
2024-06-20,1196128.52,1085250.62,472675.43,2917,43.55
2024-06-21,1149366.25,1043098.04,461233.22,2936,44.22
2024-06-22,1135840.99,1028909.39,448998.30,2936,43.64
2024-06-23,1166294.67,1055816.95,461709.59,2930,43.73
2024-06-24,1102699.86,997263.67,438962.22,2822,44.02
2024-06-25,1148056.34,1036020.84,441202.76,3041,42.59
2024-06-26,1120725.23,1011697.15,433988.62,2804,42.90
2024-06-27,1123753.94,1020638.75,445435.69,2853,43.64
2024-06-28,1143601.15,1031989.88,454222.21,2994,44.01
2024-06-29,1048159.19,948503.69,406799.88,2800,42.89
2024-06-30,1113980.11,1012254.74,439840.79,2835,43.45
2024-07-01,1199283.16,1083934.31,476295.70,3097,43.94
2024-07-02,1138069.25,1030291.70,444288.77,2969,43.12
2024-07-03,1081228.00,981003.77,433265.49,2786,44.17
2024-07-04,1071815.12,969649.35,424810.60,2849,43.81
2024-07-05,1101284.38,999362.39,435055.98,2860,43.53
2024-07-06,1172393.01,1065694.84,471824.74,2951,44.27
2024-07-07,1183228.45,1076035.28,469653.27,3061,43.65
2024-07-08,1103825.07,998070.14,433382.97,2965,43.42
2024-07-09,1184171.64,1069907.81,464326.90,2926,43.40
2024-07-10,1150545.95,1044147.44,456892.48,3065,43.76
2024-07-11,1192155.84,1074504.76,479485.52,2934,44.62
2024-07-12,1168540.86,1057146.42,462308.12,2993,43.73
2024-07-13,1174186.25,1070585.16,478396.11,2889,44.69
2024-07-14,1146721.56,1033392.37,450930.41,2941,43.64
2024-07-15,1139899.43,1032783.64,454531.90,2901,44.01
2024-07-16,1135830.95,1037550.85,463258.59,2935,44.65
2024-07-17,1187308.52,1074108.63,470731.74,3050,43.83
2024-07-18,1183552.81,1068245.88,467201.41,2982,43.74
2024-07-19,1190242.45,1077679.21,464239.21,3025,43.08
2024-07-20,1088686.18,992079.81,434020.91,2695,43.75
2024-07-21,1132576.27,1029695.45,444785.65,2836,43.20
2024-07-22,1138781.59,1024742.15,448751.88,3006,43.79
2024-07-23,1184706.19,1074930.85,477093.53,2942,44.38
2024-07-24,1107279.90,1001284.15,436017.27,2895,43.55
2024-07-25,1129428.44,1023791.25,444340.60,2858,43.40
2024-07-26,1087507.33,982820.20,431377.25,2807,43.89
2024-07-27,1185021.63,1078635.90,470644.52,3047,43.63
2024-07-28,1142382.73,1037339.60,463356.38,2800,44.67
2024-07-29,1176932.88,1071603.74,469743.89,3068,43.84
2024-07-30,1200472.13,1084725.41,478901.19,2964,44.15
2024-07-31,1214937.03,1100056.70,475384.94,3088,43.21
2024-08-01,1149303.78,1026784.59,430188.76,2972,41.90
2024-08-02,1160685.58,1055919.28,452502.65,2968,42.85
2024-08-03,1173677.15,1057876.36,456057.86,2939,43.11
2024-08-04,1075397.35,978103.32,440743.86,2681,45.06
2024-08-05,1171852.49,1059665.81,458617.02,3035,43.28
2024-08-06,1151526.40,1042352.78,442545.72,2998,42.46
2024-08-07,1235362.96,1120509.79,487280.23,3192,43.49
2024-08-08,1194729.40,1088988.98,469821.48,3081,43.14
2024-08-09,1108948.27,996755.50,426390.45,2888,42.78
2024-08-10,1120288.12,1020711.86,445497.75,2993,43.65
2024-08-11,1231276.35,1111417.80,488324.26,3087,43.94
2024-08-12,1111122.85,1008767.33,446202.49,2971,44.23
2024-08-13,1136009.59,1030440.70,441644.68,2817,42.86
2024-08-14,1178890.95,1068241.20,471000.76,2888,44.09
2024-08-15,1119064.68,1002281.45,428983.69,2858,42.80
2024-08-16,1079149.40,980381.43,431034.75,2799,43.97
2024-08-17,1111673.54,1009370.10,454565.00,2763,45.03
2024-08-18,1167217.72,1052085.35,447226.18,3004,42.51
2024-08-19,1163621.26,1051453.72,467153.08,2863,44.43
2024-08-20,1025249.28,929703.01,399946.21,2808,43.02
2024-08-21,1171278.11,1062924.71,454725.67,2986,42.78
2024-08-22,1102307.04,998444.19,435283.46,2948,43.60
2024-08-23,1027750.83,929034.24,399522.88,2766,43.00
2024-08-24,1135929.49,1027295.90,452248.28,2925,44.02
2024-08-25,1211587.03,1098413.20,486141.01,3012,44.26
2024-08-26,1110863.00,1009366.77,442269.11,2971,43.82
2024-08-27,1169185.65,1058596.48,473042.81,2890,44.69
2024-08-28,1157196.13,1049019.30,457391.82,2950,43.60
2024-08-29,1219389.03,1095547.05,484495.90,3040,44.22
2024-08-30,1134348.87,1027663.56,443317.80,2970,43.14
2024-08-31,1216439.22,1099199.67,488710.35,3037,44.46
2024-09-01,1240355.14,1125370.92,488086.45,3151,43.37
2024-09-02,1213457.90,1089658.41,464031.14,3086,42.59
2024-09-03,1242929.14,1125364.31,484241.64,3131,43.03
2024-09-04,1109733.10,1005654.47,465212.21,2816,46.26
2024-09-05,1107217.87,1003704.48,435978.34,2878,43.44
2024-09-06,1078025.54,969080.63,415876.18,2882,42.91
2024-09-07,1141024.05,1027766.11,441170.46,2952,42.93
2024-09-08,1090381.49,992365.46,443258.04,2701,44.67
2024-09-09,1112720.97,996395.98,424797.14,2861,42.63
2024-09-10,1105032.53,1008226.92,440465.37,2907,43.69
2024-09-11,1114906.44,1010098.13,445051.82,2859,44.06
2024-09-12,1174333.76,1060289.48,467862.83,2868,44.13
2024-09-13,1050961.14,958596.52,417828.63,2677,43.59
2024-09-14,1192595.96,1074399.15,462958.34,3185,43.09
2024-09-15,1124283.37,1016569.19,441102.38,2887,43.39
2024-09-16,1183289.23,1069924.53,460921.38,3014,43.08
2024-09-17,1079192.99,983335.75,426836.04,2816,43.41
2024-09-18,1164725.20,1043249.11,439088.85,2994,42.09
2024-09-19,1083691.26,976658.57,415646.90,2855,42.56
2024-09-20,1188416.60,1072011.35,463529.58,3039,43.24
2024-09-21,1125102.08,1023335.13,441089.76,2920,43.10
2024-09-22,1182444.94,1067794.67,458687.01,2970,42.96
2024-09-23,1157506.52,1046686.00,454865.73,2925,43.46
2024-09-24,1180271.09,1073212.13,461783.86,3141,43.03
2024-09-25,1135683.94,1026193.46,446736.99,2898,43.53
2024-09-26,1094608.77,992609.00,438207.38,2792,44.15
2024-09-27,1197342.46,1092637.92,475089.34,3108,43.48
2024-09-28,1094691.80,998616.54,437516.53,2846,43.81
2024-09-29,1018661.43,922750.10,399668.69,2717,43.31
2024-09-30,1248103.52,1127486.12,489267.59,3269,43.39
2024-10-01,1078868.53,981641.23,443935.63,2795,45.22
2024-10-02,1143684.64,1033130.36,450810.90,2862,43.64
2024-10-03,1114776.89,1015127.60,449742.14,2910,44.30
2024-10-04,1161860.30,1042763.69,443642.98,3011,42.54
2024-10-05,1108327.05,1008547.29,446911.13,2861,44.31
2024-10-06,1168952.67,1057412.07,468235.44,3065,44.28
2024-10-07,1180040.62,1063545.94,452678.82,2999,42.56
2024-10-08,1177499.14,1064262.93,463087.10,3043,43.51
2024-10-09,1107079.15,998628.09,445861.24,2845,44.65
2024-10-10,1213423.47,1092279.00,484341.62,2960,44.34
2024-10-11,1096365.27,1001414.03,442052.56,2935,44.14
2024-10-12,1052857.22,956156.92,409347.48,2747,42.81
2024-10-13,1175603.48,1073577.94,470479.20,2982,43.82
2024-10-14,1204494.15,1101816.90,495878.38,3002,45.01
2024-10-15,1192071.02,1083786.62,474827.66,2968,43.81
2024-10-16,1189021.70,1077670.99,467004.41,3054,43.33
2024-10-17,1094226.81,995864.12,429106.15,2840,43.09
2024-10-18,1120278.48,1016982.99,452285.54,2803,44.47
2024-10-19,1170653.41,1058927.81,451056.60,2995,42.60
2024-10-20,1063423.67,966468.91,423997.99,2784,43.87
2024-10-21,1122793.52,1015959.37,451758.54,3005,44.47
2024-10-22,1111996.32,1007743.53,442492.10,2816,43.91
2024-10-23,1077397.64,974442.88,418838.90,2716,42.98
2024-10-24,1128992.87,1027194.28,453872.89,2941,44.19
2024-10-25,1133592.81,1024481.17,444236.85,2906,43.36
2024-10-26,1089990.85,985027.84,430860.00,2761,43.74
2024-10-27,1197149.26,1082503.49,471831.09,3002,43.59
2024-10-28,1267401.74,1157321.59,515692.55,3206,44.56
2024-10-29,1170813.14,1058846.17,457825.73,3025,43.24
2024-10-30,1120053.41,1013412.31,446967.39,2875,44.11
2024-10-31,1239941.66,1115961.95,482366.89,3177,43.22
2024-11-01,1141929.51,1028694.07,446573.82,2931,43.41
2024-11-02,1181556.97,1069201.54,471130.77,2992,44.06
2024-11-03,1065400.14,961776.36,408839.42,2749,42.51
2024-11-04,1163142.29,1054632.07,465003.10,3047,44.09
2024-11-05,1130855.20,1023678.27,440189.47,2849,43.00
2024-11-06,1176341.62,1060297.82,474238.27,2790,44.73
2024-11-07,1239828.23,1123805.34,505484.00,3024,44.98
2024-11-08,1189279.05,1075630.85,463064.35,2991,43.05
2024-11-09,1093099.95,984530.90,433699.52,2866,44.05
2024-11-10,1157693.62,1048123.96,474721.67,2925,45.29
2024-11-11,1207241.99,1095648.54,475573.45,3071,43.41
2024-11-12,1120233.57,1009283.49,445188.23,2910,44.11
2024-11-13,1037070.82,944420.41,407904.26,2726,43.19
2024-11-14,1078731.17,978031.13,422416.51,2838,43.19
2024-11-15,1141045.82,1030833.87,441003.13,3003,42.78
2024-11-16,1221712.34,1108053.65,485494.11,3050,43.82
2024-11-17,1160373.13,1053673.00,460647.17,2958,43.72
2024-11-18,1117381.12,1015762.34,442914.69,2754,43.60
2024-11-19,1188176.82,1083213.13,480455.11,3029,44.35
2024-11-20,1163330.21,1055412.56,453000.60,3097,42.92
2024-11-21,1086078.57,984105.75,414195.61,2894,42.09
2024-11-22,1211516.65,1102829.86,480568.75,3098,43.58
2024-11-23,1139640.83,1029065.88,437034.62,3021,42.47
2024-11-24,1140442.39,1032100.41,448426.75,2988,43.45
2024-11-25,1184630.38,1076376.32,482592.72,2885,44.83
2024-11-26,1131765.35,1031517.62,455005.38,2802,44.11
2024-11-27,1083439.11,980831.51,432063.03,2810,44.05
2024-11-28,1116726.15,1009340.82,445507.64,2936,44.14
2024-11-29,1088981.81,989238.70,428600.34,2821,43.33
2024-11-30,1070263.50,969447.36,426621.51,2805,44.01
2024-12-01,1187282.84,1071388.70,462646.04,3012,43.18
2024-12-02,1238640.56,1129935.98,502839.32,3009,44.50
2024-12-03,1154407.51,1048377.23,450487.57,2929,42.97
2024-12-04,1149684.01,1048750.25,454222.56,3005,43.31
2024-12-05,1050763.19,952484.26,424075.24,2657,44.52
2024-12-06,1110450.89,1003343.65,432478.44,2950,43.10
2024-12-07,1124675.97,1019658.17,445187.04,2893,43.66
2024-12-08,1294323.92,1179322.94,527750.90,3163,44.75
2024-12-09,1151942.78,1048445.01,467053.61,2921,44.55
2024-12-10,1117970.73,1013931.37,440004.15,2985,43.40
2024-12-11,1131720.02,1031910.36,455921.41,2906,44.18
2024-12-12,1095285.89,994262.42,433797.22,2780,43.63
2024-12-13,1188774.09,1074646.85,466391.51,3059,43.40
2024-12-14,1207505.11,1095380.25,484823.43,2978,44.26
2024-12-15,1199612.73,1076536.58,461034.75,2991,42.83
2024-12-16,1132511.20,1029960.25,448921.59,2906,43.59
2024-12-17,1143465.12,1040495.59,461309.33,2944,44.34
2024-12-18,1169914.15,1062691.75,461382.80,2880,43.42
2024-12-19,1176714.22,1061574.67,453989.72,3116,42.77
2024-12-20,1094272.35,997244.67,430116.51,2873,43.13
2024-12-21,1098979.34,995858.20,435473.37,2841,43.73
2024-12-22,1123212.58,1022169.07,451979.50,2945,44.22
2024-12-23,1204281.45,1082615.26,462752.27,3001,42.74
2024-12-24,1087060.27,983074.59,418186.49,2961,42.54
2024-12-25,1117713.73,1013018.68,436661.26,2858,43.10
2024-12-26,1100816.91,994534.03,434564.53,2754,43.70
2024-12-27,1151803.20,1045621.00,456505.01,3026,43.66
2024-12-28,1193135.28,1078804.34,477422.41,2998,44.25
2024-12-29,1121342.60,1015851.39,434778.44,2849,42.80
2024-12-30,1069541.07,974367.44,420833.29,2797,43.19
2024-12-31,1208527.56,1088655.69,462659.70,3004,42.50
2025-01-01,1157161.27,1046171.27,454857.60,2952,43.48
2025-01-02,1166107.58,1052351.70,452117.09,3026,42.96
2025-01-03,1058050.97,958740.11,421673.98,2873,43.98
2025-01-04,1224688.69,1117364.89,487905.13,3043,43.67
2025-01-05,1144544.03,1039182.55,456640.06,2867,43.94
2025-01-06,1165200.30,1060030.28,455763.14,3035,43.00
2025-01-07,1154878.57,1036974.51,444914.43,2911,42.91
2025-01-08,1107629.45,1008371.94,434513.85,2946,43.09
2025-01-09,1121767.74,1021333.11,454847.92,2822,44.53
2025-01-10,1203139.29,1089380.79,484510.71,2954,44.48
2025-01-11,1160243.62,1047623.47,454337.12,2956,43.37
2025-01-12,1120489.20,1012099.34,432708.73,2890,42.75
2025-01-13,1172052.39,1062414.00,461272.48,3057,43.42
2025-01-14,1204039.04,1094979.59,481624.21,3019,43.98
2025-01-15,1077144.19,983642.89,431644.22,2799,43.88
2025-01-16,1207120.20,1097939.26,478312.76,3015,43.56
2025-01-17,989627.69,900014.44,398499.07,2499,44.28
2025-01-18,1105673.51,1000971.03,421907.57,2900,42.15
2025-01-19,1258132.86,1138890.39,483835.87,3244,42.48
2025-01-20,1186841.35,1075844.51,464613.42,3099,43.19
2025-01-21,1120082.79,1019826.81,443189.11,2917,43.46
2025-01-22,1261902.13,1142923.32,507382.10,3047,44.39
2025-01-23,1176657.16,1062956.01,463830.84,2955,43.64
2025-01-24,1148476.83,1043773.55,449013.66,2894,43.02
2025-01-25,1063041.74,964871.88,413028.49,2922,42.81
2025-01-26,1143434.62,1026533.25,452602.57,2891,44.09
2025-01-27,1227175.41,1111503.65,484080.46,3176,43.55
2025-01-28,1112941.80,1006458.19,431454.94,2830,42.87
2025-01-29,1131948.69,1021183.43,461659.69,2870,45.21
2025-01-30,1084589.41,983126.59,433312.25,2912,44.07
2025-01-31,1119097.29,1021530.48,457908.01,2832,44.83
2025-02-01,1084627.54,989198.01,436004.07,2779,44.08
2025-02-02,1204850.87,1104241.69,489767.17,3104,44.35
2025-02-03,1078277.15,973207.30,413064.60,2876,42.44
2025-02-04,1089554.50,979912.79,426854.41,2821,43.56
2025-02-05,1174373.38,1066278.99,474171.45,2954,44.47
2025-02-06,1068429.73,975685.01,434641.44,2738,44.55
2025-02-07,1023702.39,926525.56,409004.21,2648,44.14
2025-02-08,1205711.76,1086421.09,468015.25,3099,43.08
2025-02-09,1099993.26,1000147.92,428919.02,2825,42.89
2025-02-10,1135546.68,1026615.08,435503.84,2855,42.42
2025-02-11,1090482.46,992714.04,426060.65,2885,42.92
2025-02-12,1201670.70,1087237.94,485190.90,2923,44.63
2025-02-13,1161591.85,1050815.21,461085.23,2949,43.88
2025-02-14,1114935.69,1011898.15,459290.66,2841,45.39
2025-02-15,1175149.53,1052046.81,451079.05,2994,42.88
2025-02-16,1142203.92,1038750.32,453810.19,2872,43.69
2025-02-17,1299245.34,1179684.92,527511.20,3227,44.72
2025-02-18,1173629.23,1062115.12,470383.61,2925,44.29
2025-02-19,1194236.57,1080724.53,477218.54,2961,44.16
2025-02-20,1196597.01,1080249.29,469484.06,3099,43.46
2025-02-21,1164714.18,1062586.51,469841.55,2974,44.22
2025-02-22,1197378.35,1082376.07,470121.70,3006,43.43
2025-02-23,1236017.17,1116964.49,486575.28,3217,43.56
2025-02-24,1138940.70,1035046.89,464180.11,2999,44.85
2025-02-25,1166761.22,1051340.74,456104.53,2853,43.38
2025-02-26,1169741.76,1062465.05,465651.06,3043,43.83
2025-02-27,1058562.45,956476.95,426314.90,2662,44.57
2025-02-28,1206946.31,1090279.18,483141.99,2994,44.31
2025-03-01,1197441.50,1086368.06,476939.46,3076,43.90
2025-03-02,1086305.78,981521.50,415446.13,2855,42.33
2025-03-03,1109648.60,1010325.77,442601.88,2874,43.81
2025-03-04,1094626.59,996856.36,438324.18,2821,43.97
2025-03-05,1160433.85,1045689.16,450954.18,2926,43.13
2025-03-06,1184318.46,1072630.16,469319.04,2961,43.75
2025-03-07,1071962.26,970546.09,421276.08,2755,43.41
2025-03-08,1103904.54,1007472.84,443958.90,2810,44.07
2025-03-09,1164763.09,1054463.84,456273.05,3038,43.27
2025-03-10,1181746.44,1064460.75,462629.91,3009,43.46
2025-03-11,1055135.43,962440.48,423353.47,2776,43.99
2025-03-12,1153672.92,1043117.69,458243.48,2986,43.93
2025-03-13,1101875.84,1001589.38,434293.28,2844,43.36
2025-03-14,1215119.65,1100972.67,477786.16,3080,43.40
2025-03-15,1190805.58,1076349.66,463853.44,3121,43.10
2025-03-16,1012699.84,917270.84,391395.06,2713,42.67
2025-03-17,1080792.56,978225.21,423852.18,2871,43.33
2025-03-18,1176536.73,1062231.30,457546.66,3021,43.07
2025-03-19,1263138.61,1138357.20,504430.31,3194,44.31
2025-03-20,1134902.85,1027149.37,446881.01,2882,43.51
2025-03-21,1138154.20,1037451.76,457152.33,2830,44.06
2025-03-22,1204387.19,1093686.45,472528.07,3007,43.21
2025-03-23,1152690.99,1038006.95,447439.61,2928,43.11
2025-03-24,1108584.99,1008425.19,446496.09,2872,44.28
2025-03-25,1183468.81,1071704.62,457332.61,3052,42.67
2025-03-26,1129748.98,1018061.18,448072.01,2885,44.01
2025-03-27,1141014.68,1033001.53,445830.81,2952,43.16
2025-03-28,1132515.04,1028755.96,448475.72,2875,43.59
2025-03-29,1118905.64,1011105.09,441939.52,2897,43.71
2025-03-30,1168822.64,1057354.32,461957.57,2882,43.69
2025-03-31,1039824.61,940920.05,410889.01,2710,43.67
2025-04-01,996906.68,899338.28,377010.98,2683,41.92
2025-04-02,1060137.39,956274.00,416447.30,2850,43.55
2025-04-03,1150965.38,1037815.68,445925.39,3033,42.97
2025-04-04,1138899.27,1033297.14,454853.70,2876,44.02
2025-04-05,1148060.10,1035645.76,447283.19,3019,43.19
2025-04-06,1053480.90,950068.39,417790.81,2883,43.97
2025-04-07,1169981.03,1065713.11,472368.88,2964,44.32
2025-04-08,1203670.91,1089525.87,471504.98,3084,43.28
2025-04-09,1109193.60,1014745.04,438718.17,2842,43.23
2025-04-10,1188108.99,1078276.92,465157.37,3042,43.14
2025-04-11,1209494.68,1091359.52,473207.82,3029,43.36
2025-04-12,1248908.28,1123099.63,476514.70,3096,42.43
2025-04-13,1127564.45,1021085.90,449188.76,2857,43.99
2025-04-14,1215592.04,1099635.37,472299.66,3179,42.95
2025-04-15,1113007.74,1013029.57,436994.37,2894,43.14
2025-04-16,1194028.53,1079812.52,482308.39,2947,44.67
2025-04-17,1187808.43,1079585.45,469487.02,2975,43.49
2025-04-18,1199535.63,1085129.17,475516.86,3136,43.82
2025-04-19,1094668.08,986043.33,429011.82,2809,43.51
2025-04-20,1095210.11,993025.73,445039.15,2820,44.82
2025-04-21,1245238.89,1134418.37,508140.74,3065,44.79
2025-04-22,1133868.42,1018993.92,433038.45,2918,42.50
2025-04-23,1138893.10,1036449.25,451291.25,2855,43.54
2025-04-24,1137135.67,1028816.91,445866.55,2858,43.34
2025-04-25,1097390.42,999778.37,441503.92,2804,44.16
2025-04-26,1147590.68,1029048.94,434967.74,2871,42.27
2025-04-27,1063070.63,963689.79,416566.55,2731,43.23
2025-04-28,1101393.09,1000613.06,427721.94,2780,42.75
2025-04-29,1224048.73,1107935.13,483164.71,3030,43.61
2025-04-30,1106406.74,999729.68,446739.22,2794,44.69
2025-05-01,1139697.54,1034152.41,459279.30,2962,44.41
2025-05-02,1192774.81,1075492.21,463319.14,3025,43.08
2025-05-03,1173306.56,1063761.81,470627.48,2993,44.24
2025-05-04,1149285.71,1044130.84,462943.54,2984,44.34
2025-05-05,1128502.37,1019058.81,436396.90,2879,42.82
2025-05-06,1197297.86,1079748.48,466933.59,2996,43.24
2025-05-07,1044238.97,938387.86,397650.13,2777,42.38
2025-05-08,1095795.36,989696.99,425462.56,2979,42.99
2025-05-09,1095130.40,998245.14,426345.74,3027,42.71
2025-05-10,1149043.19,1043730.46,443796.61,2934,42.52
2025-05-11,1108624.01,1004078.62,431482.13,2952,42.97
2025-05-12,1082432.73,983570.15,429601.60,2868,43.68
2025-05-13,1120818.94,1019084.44,443430.46,2886,43.51
2025-05-14,1173124.46,1073641.02,479940.00,2955,44.70
2025-05-15,1085460.19,985105.82,431194.48,2792,43.77
2025-05-16,1223253.92,1108460.91,479628.64,3066,43.27
2025-05-17,1134601.17,1024835.79,441316.03,2939,43.06
2025-05-18,1139507.96,1031125.41,450081.89,2970,43.65
2025-05-19,1091504.45,987800.66,412533.54,2809,41.76
2025-05-20,1164520.13,1057741.78,465894.53,2990,44.05
2025-05-21,1112743.12,1012504.10,442629.35,2911,43.72
2025-05-22,1109652.41,1013550.17,455102.24,2854,44.90
2025-05-23,1156679.77,1050231.33,457886.62,2924,43.60
2025-05-24,1235836.69,1118675.90,475830.21,3189,42.54
2025-05-25,1108584.43,1007544.82,441822.48,2824,43.85
2025-05-26,1131355.89,1025513.28,444559.63,2820,43.35
2025-05-27,1096380.80,998214.96,434257.18,2834,43.50
2025-05-28,1130120.83,1020570.84,444376.24,2964,43.54
2025-05-29,1153809.87,1045223.87,457395.37,2970,43.76
2025-05-30,1060436.98,964405.19,420950.11,2682,43.65
2025-05-31,1144459.93,1038983.23,454148.34,2968,43.71
2025-06-01,1171219.99,1062369.58,464023.83,3070,43.68
2025-06-02,1161501.13,1057629.24,463293.12,2942,43.80
2025-06-03,1107032.09,1003821.21,439155.98,2873,43.75
2025-06-04,1149602.03,1044846.36,457364.36,2918,43.77
2025-06-05,1065970.48,965193.36,411214.80,2797,42.60
2025-06-06,1162634.28,1057099.55,465401.89,2980,44.03
2025-06-07,1161675.87,1044689.08,453012.17,2839,43.36
2025-06-08,1108015.37,1008040.57,442212.29,2838,43.87
2025-06-09,1245576.37,1123420.58,496214.37,3110,44.17
2025-06-10,1046749.40,946441.76,403734.86,2704,42.66
2025-06-11,1136151.15,1025242.90,444069.49,2940,43.31
2025-06-12,1136956.05,1030521.55,442189.27,2928,42.91
2025-06-13,1168853.94,1057072.10,455635.81,2942,43.10
2025-06-14,1121601.47,1022199.89,458509.22,2856,44.86
2025-06-15,1176572.72,1066312.33,475148.05,2977,44.56
2025-06-16,1153585.97,1047269.18,458646.18,2875,43.79
2025-06-17,1099103.36,998687.11,432199.67,2892,43.28
2025-06-18,1212182.50,1093038.94,481837.52,3024,44.08
2025-06-19,1156616.94,1050042.11,456239.71,2928,43.45
2025-06-20,1130987.88,1019586.89,451937.14,2940,44.33
2025-06-21,1158564.34,1046080.04,458202.33,2942,43.80
2025-06-22,1099166.30,998650.33,432343.39,2814,43.29
2025-06-23,1038195.32,937180.24,414427.65,2677,44.22
